ID_Venda;Data_Venda;Produto;Categoria;Preco_Unitario;Quantidade;Cliente;Região;Forma_Pagamento
846;26/06/2024;Impressora;Eletrônicos;590.75;3;Julia Fonseca;Nordeste;Pix
847;17/11/2023;Guarda-roupa;Móveis;1764.7;1;Dr. Rafael Silva;Sul;Dinheiro
848;20/09/2023;Cômoda;Móveis;670.45;5;Maria Cecília das Neves;Nordeste;Pix
849;24/08/2024;Guarda-roupa;Móveis;2067.03;4;Srta. Ana Lívia Nunes;Norte;Boleto
850;18/10/2024;Micro-ondas;Eletrodomésticos;622.74;5;Anthony da Rocha;Centro-Oeste;Boleto
851;09/05/2023;Casaco;Vestuário;155.53;1;Dr. Davi Lucca Moura;Nordeste;Boleto
852;25/06/2023;Cômoda;Móveis;1387.14;1;Heitor Novaes;Centro-Oeste;Boleto
853;08/03/2023;Mesa;Móveis;760.13;5;Ana Laura Guerra;Norte;Dinheiro
854;27/04/2024;Casaco;Vestuário;221.28;3;Eloah Sales;Sul;Pix
855;01/10/2024;Micro-ondas;Eletrodomésticos;1378.15;2;Mariah Peixoto;Sudeste;Boleto
856;21/11/2024;Boné;Vestuário;27.38;1;Eloah Mendes;Sudeste;Pix
857;07/07/2023;Bola de Futebol;Esporte;121.9;1;Dra. Isabelly Brito;Nordeste;Cartão de Crédito
858;16/05/2025;Raquete de Tênis;Esporte;869.41;2;Eduarda Castro;Nordeste;Boleto
859;24/01/2025;Casaco;Vestuário;159.95;2;Isabelly Camargo;Centro-Oeste;Cartão de Débito
860;10/01/2023;Monitor;Eletrônicos;1508.19;3;Maria Julia Rocha;Sul;Cartão de Débito
861;22/01/2024;Fone de Ouvido;Eletrônicos;216.29;2;Helena Freitas;Sul;Cartão de Débito
862;27/03/2023;Cadeira;Móveis;464.3;2;Agatha Monteiro;Centro-Oeste;Cartão de Crédito
863;22/03/2023;Impressora;Eletrônicos;1130.67;3;Benício Pacheco;Nordeste;Cartão de Crédito
864;20/11/2024;Cômoda;Móveis;1971.99;3;Henry Gabriel Pinto;Sudeste;Pix
865;11/10/2024;Sofá;Móveis;2943.23;5;Arthur Cassiano;Sul;Pix
866;08/07/2023;Cadeira;Móveis;320.3;1;Allana Cavalcanti;Nordeste;Cartão de Débito
867;01/06/2023;Smartphone;Eletrônicos;3307.41;5;Melissa Barbosa;Centro-Oeste;Dinheiro
868;22/01/2025;Calça Jeans;Vestuário;61.78;2;Ágatha Araújo;Norte;Pix
869;18/01/2024;Mochila de Camping;Esporte;225.49;3;Stella Cirino;Nordeste;Cartão de Débito
870;05/11/2023;Smartphone;Eletrônicos;2571.88;5;Anthony Gabriel da Cunha;Centro-Oeste;Dinheiro
871;02/10/2023;Bola de Futebol;Esporte;119.33;3;Maria Luísa das Neves;Nordeste;Cartão de Crédito
872;22/06/2024;Skate;Esporte;517.16;4;Julia Cirino;Sul;Boleto
873;16/05/2023;Bicicleta Infantil;Brinquedos;472.66;1;Pietra Caldeira;Nordeste;Dinheiro
874;16/08/2024;Fone de Ouvido;Eletrônicos;103.01;3;Dr. Arthur Moura;Sudeste;Pix
875;25/01/2024;Ar-condicionado;Eletrodomésticos;1046.97;4;Maria Julia Novais;Sul;Dinheiro
876;06/11/2023;Fogão;Eletrodomésticos;1677.1;5;Léo Cavalcante;Sul;Cartão de Crédito
877;20/09/2023;Tênis;Vestuário;85.93;4;Sra. Sabrina da Mota;Sudeste;Cartão de Crédito
878;23/02/2025;Notebook;Eletrônicos;3400.67;3;Dante Gomes;Sudeste;Cartão de Crédito
879;28/02/2025;Monitor;Eletrônicos;1418.24;1;Sra. Ana Julia da Costa;Sul;Cartão de Débito
880;13/04/2024;Raquete de Tênis;Esporte;1183.05;5;Caleb da Rosa;Norte;Pix
881;02/12/2024;Boné;Vestuário;21.08;2;Luiz Miguel Pinto;Sul;Boleto
882;12/01/2023;Tablet;Eletrônicos;1450.01;3;Ravi Cassiano;Norte;Pix
883;10/06/2024;Boneca;Brinquedos;56.88;5;Gabrielly Jesus;Centro-Oeste;Cartão de Crédito
884;19/07/2023;Máquina de Lavar;Eletrodomésticos;1609.34;5;Pedro Lucas Viana;Centro-Oeste;Boleto
885;28/08/2024;Mesa;Móveis;1438.22;1;Maria Fernanda Andrade;Norte;Pix
886;19/12/2024;Jogo de Tabuleiro;Brinquedos;176.09;3;Ravi Lucca da Cunha;Centro-Oeste;Boleto
887;25/12/2024;Boné;Vestuário;25.36;2;Otávio Correia;Sudeste;Dinheiro
888;30/04/2025;Vestido;Vestuário;107.39;1;Dra. Sophia Montenegro;Centro-Oeste;Pix
889;14/09/2024;Geladeira;Eletrodomésticos;3824.93;1;Fernando da Mota;Sul;Cartão de Débito
890;07/05/2023;Casaco;Vestuário;193.02;4;Cecília Araújo;Sul;Cartão de Débito
891;12/11/2023;Raquete de Tênis;Esporte;1825.2;5;Gustavo Correia;Sudeste;Boleto
892;13/08/2024;Sofá;Móveis;3598.48;5;Bernardo Pastor;Sul;Dinheiro
893;21/08/2024;Bola de Futebol;Esporte;171.62;1;Sophia Vasconcelos;Norte;Pix
894;28/05/2025;Ar-condicionado;Eletrodomésticos;3327.67;2;Dr. Levi Sá;Sul;Boleto
895;03/10/2023;Notebook;Eletrônicos;4311.64;4;Pedro Moraes;Norte;Cartão de Crédito
896;05/02/2025;Boneca;Brinquedos;48.62;1;Eduardo Ribeiro;Sul;Cartão de Débito
897;24/09/2024;Monitor;Eletrônicos;1630.36;1;Vinicius Araújo;Centro-Oeste;Cartão de Crédito
898;27/05/2023;Boné;Vestuário;24.67;1;Luigi Porto;Sudeste;Boleto
899;09/11/2024;Cadeira;Móveis;455.45;2;Luiz Felipe Cirino;Sul;Cartão de Débito
900;17/12/2024;Cadeira;Móveis;277.82;5;Julia da Cunha;Sul;Boleto
901;12/03/2025;Fogão;Eletrodomésticos;2817.52;1;Juan Barros;Centro-Oeste;Boleto
902;05/07/2024;Guarda-roupa;Móveis;1573.07;2;Otávio Lopes;Sudeste;Cartão de Crédito
903;22/03/2025;Ar-condicionado;Eletrodomésticos;2049.56;1;Isaac Cassiano;Norte;Dinheiro
904;04/06/2024;Geladeira;Eletrodomésticos;3532.86;1;Davi Lucca Moreira;Sul;Cartão de Débito
905;18/01/2024;Calça Jeans;Vestuário;195.03;4;Matteo Pires;Norte;Boleto
906;14/06/2023;Geladeira;Eletrodomésticos;1116.76;1;Maria Vitória Mendonça;Nordeste;Boleto
907;05/05/2025;Mochila de Camping;Esporte;361.04;2;Renan Teixeira;Sul;Boleto
908;07/07/2024;Monitor;Eletrônicos;749.77;3;Bella Silveira;Centro-Oeste;Cartão de Crédito
909;08/01/2025;Boné;Vestuário;19.68;3;Dr. Pedro Marques;Norte;Cartão de Crédito
910;01/12/2023;Skate;Esporte;349.69;2;Marcelo Porto;Nordeste;Pix
911;11/07/2024;Tênis;Vestuário;196.74;5;Sr. Enzo Gabriel Araújo;Sudeste;Dinheiro
912;06/03/2024;Geladeira;Eletrodomésticos;1179.47;2;Cauã Marques;Sudeste;Dinheiro
913;06/11/2024;Máquina de Lavar;Eletrodomésticos;2691.65;1;Rafael Duarte;Norte;Cartão de Crédito
914;05/05/2024;Impressora;Eletrônicos;1112.01;5;Gael Henrique Rocha;Centro-Oeste;Cartão de Crédito
915;13/02/2025;Ar-condicionado;Eletrodomésticos;2571.57;3;Pedro Porto;Sudeste;Pix
916;07/01/2025;Bola de Futebol;Esporte;130.24;2;Maria Sophia Pimenta;Norte;Boleto
917;22/03/2024;Ar-condicionado;Eletrodomésticos;3140.72;3;Thomas Jesus;Sudeste;Dinheiro
918;02/01/2025;Estante;Móveis;1796.1;4;Sarah Aragão;Centro-Oeste;Cartão de Débito
919;17/09/2023;Bicicleta Infantil;Brinquedos;647.76;4;Ana Laura Vieira;Norte;Boleto
920;06/01/2024;Bicicleta Infantil;Brinquedos;175.08;3;Isabella Rodrigues;Sul;Pix
921;21/05/2024;Liquidificador;Eletrodomésticos;388.14;4;Lucas Gabriel Sampaio;Norte;Pix
922;02/05/2025;Micro-ondas;Eletrodomésticos;1236.86;3;Benício Abreu;Nordeste;Boleto
923;11/02/2023;Vestido;Vestuário;74.52;5;Dr. Calebe Farias;Sudeste;Pix
924;25/05/2025;Geladeira;Eletrodomésticos;980.0;2;Emanuelly Peixoto;Sul;Cartão de Crédito
925;03/05/2024;Mesa;Móveis;404.38;4;Pedro Lucas Abreu;Sudeste;Pix
926;01/03/2024;Cômoda;Móveis;1145.86;5;Lara Dias;Centro-Oeste;Cartão de Débito
927;16/10/2023;Fogão;Eletrodomésticos;1875.9;5;Pedro da Rosa;Sudeste;Pix
928;19/04/2025;Cômoda;Móveis;1140.56;2;Dr. Benício Silva;Sudeste;Boleto
929;30/08/2023;Geladeira;Eletrodomésticos;2111.59;5;Antônio Borges;Sul;Dinheiro
930;29/07/2024;Cadeira;Móveis;373.71;2;Ana Nunes;Norte;Cartão de Débito
931;21/06/2024;Bola de Futebol;Esporte;188.7;1;Arthur Miguel Fernandes;Sul;Pix
932;02/04/2024;Boné;Vestuário;22.45;5;Julia Peixoto;Nordeste;Pix
933;01/10/2024;Jogo de Tabuleiro;Brinquedos;193.83;4;Hellena Cavalcante;Sudeste;Cartão de Crédito
934;23/02/2023;Cadeira;Móveis;381.88;5;Luísa Moraes;Sul;Cartão de Débito
935;14/01/2023;Mesa;Móveis;312.17;4;Raquel Cavalcante;Centro-Oeste;Boleto
936;20/04/2024;Casaco;Vestuário;128.8;1;Ana Julia Andrade;Nordeste;Boleto
937;22/04/2025;Vestido;Vestuário;65.37;5;Pedro Miguel Campos;Sudeste;Pix
938;26/07/2024;Skate;Esporte;614.88;1;Clara Alves;Nordeste;Cartão de Crédito
939;15/02/2025;Mesa;Móveis;766.07;5;Sr. Arthur Sampaio;Nordeste;Boleto
940;21/01/2023;Tênis;Vestuário;231.37;5;Pedro Almeida;Nordeste;Boleto
941;14/03/2023;Boneca;Brinquedos;70.46;1;Rafaela Sousa;Norte;Cartão de Crédito
942;19/08/2024;Ar-condicionado;Eletrodomésticos;3454.23;4;Rhavi Costela;Norte;Cartão de Débito
943;22/01/2024;Mochila de Camping;Esporte;374.8;4;Luiza Casa Grande;Norte;Cartão de Débito
944;03/03/2023;Geladeira;Eletrodomésticos;3619.25;3;Srta. Kamilly Albuquerque;Norte;Boleto
945;14/09/2024;Máquina de Lavar;Eletrodomésticos;1998.34;1;Maria Alice Albuquerque;Nordeste;Cartão de Débito
946;11/10/2024;Tablet;Eletrônicos;936.85;4;Matteo Leão;Sudeste;Dinheiro
947;18/10/2023;Mesa;Móveis;729.6;1;Emilly Câmara;Sudeste;Cartão de Crédito
948;17/04/2024;Skate;Esporte;733.24;3;Rafaela Borges;Centro-Oeste;Boleto
949;24/03/2025;Fone de Ouvido;Eletrônicos;329.14;5;Dr. Calebe Gomes;Centro-Oeste;Dinheiro
950;20/06/2024;Bicicleta Infantil;Brinquedos;438.84;3;Brenda Macedo;Norte;Cartão de Débito
951;30/03/2025;Tênis;Vestuário;91.64;5;Sra. Isabella Vieira;Nordeste;Boleto
952;29/08/2023;Sofá;Móveis;3769.27;5;Dr. Felipe Alves;Centro-Oeste;Dinheiro
953;10/09/2023;Guarda-roupa;Móveis;1000.89;2;Nathan da Rocha;Norte;Boleto
954;12/05/2023;Geladeira;Eletrodomésticos;2415.51;5;José Miguel Oliveira;Norte;Boleto
955;23/03/2024;Fogão;Eletrodomésticos;808.8;4;Yuri Barbosa;Sul;Cartão de Débito
956;19/02/2023;Mesa;Móveis;946.16;1;João Felipe Sales;Sul;Boleto
957;21/03/2024;Micro-ondas;Eletrodomésticos;1984.02;3;Brenda Ferreira;Sul;Boleto
958;05/02/2023;Mochila de Camping;Esporte;373.54;5;Daniel Monteiro;Sudeste;Boleto
959;30/10/2024;Skate;Esporte;763.34;5;Lorena Sá;Sul;Pix
960;25/10/2023;Guarda-roupa;Móveis;2308.75;3;Jade Mendes;Norte;Cartão de Débito
961;15/05/2024;Micro-ondas;Eletrodomésticos;1458.64;2;Pedro Henrique Macedo;Sudeste;Dinheiro
962;06/03/2024;Jogo de Tabuleiro;Brinquedos;166.27;2;Daniela Teixeira;Norte;Dinheiro
963;21/02/2024;Mochila de Camping;Esporte;156.18;5;Bruno Araújo;Nordeste;Cartão de Débito
964;20/10/2023;Jogo de Tabuleiro;Brinquedos;74.15;2;Arthur Gabriel Souza;Norte;Boleto
965;06/09/2023;Guarda-roupa;Móveis;2435.36;1;Emanuel Barbosa;Sudeste;Cartão de Débito
966;17/05/2024;Vestido;Vestuário;120.02;1;Joana Marques;Nordeste;Cartão de Débito
967;16/10/2024;Guarda-roupa;Móveis;1980.43;3;José Pedro Cavalcante;Sudeste;Cartão de Crédito
968;31/08/2023;Máquina de Lavar;Eletrodomésticos;3321.13;1;Eduarda Aragão;Centro-Oeste;Pix
969;22/01/2024;Guarda-roupa;Móveis;1504.32;1;Dra. Vitória Porto;Centro-Oeste;Cartão de Crédito
970;19/02/2023;Camiseta;Vestuário;198.62;5;Anthony Gabriel da Conceição;Nordeste;Cartão de Crédito
971;05/02/2024;Raquete de Tênis;Esporte;1187.7;4;Isadora Oliveira;Nordeste;Pix
972;16/10/2024;Cômoda;Móveis;753.62;5;Vicente Jesus;Centro-Oeste;Cartão de Débito
973;22/01/2025;Micro-ondas;Eletrodomésticos;1789.51;2;Mirella Andrade;Centro-Oeste;Cartão de Crédito
974;05/06/2023;Máquina de Lavar;Eletrodomésticos;3609.85;5;Melissa Garcia;Sudeste;Boleto
975;19/12/2024;Bicicleta Infantil;Brinquedos;762.47;3;Olivia Leão;Norte;Cartão de Crédito
976;10/09/2023;Cômoda;Móveis;822.01;2;Sr. Luiz Otávio Nunes;Norte;Cartão de Débito
977;14/08/2024;Boné;Vestuário;25.75;2;Rael da Cunha;Norte;Dinheiro
978;03/09/2023;Máquina de Lavar;Eletrodomésticos;1204.94;2;Dra. Anna Liz Guerra;Centro-Oeste;Pix
979;21/02/2023;Fogão;Eletrodomésticos;832.49;4;Bianca Borges;Nordeste;Dinheiro
980;29/01/2023;Micro-ondas;Eletrodomésticos;959.93;2;João Vitor Sousa;Sudeste;Pix
981;29/07/2024;Geladeira;Eletrodomésticos;2938.72;2;Maria Julia Alves;Sudeste;Pix
982;08/04/2023;Casaco;Vestuário;244.13;2;Luiz Gustavo da Cruz;Sul;Boleto
983;19/04/2025;Sofá;Móveis;3459.96;1;Levi Peixoto;Centro-Oeste;Boleto
984;03/05/2025;Bicicleta Infantil;Brinquedos;192.73;4;Sr. Gael Henrique Camargo;Nordeste;Cartão de Débito
985;15/01/2024;Jogo de Tabuleiro;Brinquedos;176.09;5;Dr. Benício Santos;Norte;Boleto
986;07/07/2024;Skate;Esporte;798.5;1;Stella Nunes;Norte;Cartão de Crédito
987;07/12/2023;Guarda-roupa;Móveis;1406.58;1;Maria Alice Lopes;Norte;Cartão de Débito
988;26/07/2023;Mesa;Móveis;1000.32;4;Sr. Miguel Cunha;Nordeste;Cartão de Débito
989;08/01/2025;Máquina de Lavar;Eletrodomésticos;1048.07;5;Dra. Isabel Lima;Norte;Pix
990;21/07/2024;Mesa;Móveis;1362.36;2;Stella Sales;Norte;Boleto
991;01/07/2023;Carrinho;Brinquedos;47.08;3;Anthony Pereira;Centro-Oeste;Dinheiro
992;10/11/2024;Smartphone;Eletrônicos;1494.6;5;Marcelo Moraes;Sul;Boleto
993;29/05/2025;Skate;Esporte;705.26;2;Manuella Guerra;Norte;Cartão de Débito
994;11/07/2024;Boné;Vestuário;20.79;3;Dra. Rebeca Vasconcelos;Sudeste;Pix
995;21/08/2024;Camiseta;Vestuário;124.5;4;Maria Luísa Duarte;Sudeste;Pix
996;07/07/2024;Cadeira;Móveis;137.94;2;Eloá Rocha;Sudeste;Boleto
997;26/01/2025;Jogo de Tabuleiro;Brinquedos;105.45;2;Ágatha Pires;Sudeste;Cartão de Crédito
998;17/03/2024;Cadeira;Móveis;129.41;5;Yasmin Silva;Sudeste;Cartão de Crédito
999;13/03/2023;Fogão;Eletrodomésticos;2079.19;3;Júlia Campos;Sul;Dinheiro
1000;20/09/2023;Smartphone;Eletrônicos;1359.76;1;Ayla Siqueira;Sudeste;Pix
1001;31/10/2023;Impressora;Eletrônicos;489.22;5;João das Neves;Centro-Oeste;Cartão de Débito
1002;14/04/2023;Impressora;Eletrônicos;899.99;3;Sofia Alves;Nordeste;Cartão de Débito
1003;21/06/2023;Jogo de Tabuleiro;Brinquedos;179.33;5;Camila Mendes;Norte;Cartão de Débito
1004;14/07/2024;Máquina de Lavar;Eletrodomésticos;1711.69;3;Fernanda Sá;Centro-Oeste;Cartão de Crédito
1005;20/05/2024;Liquidificador;Eletrodomésticos;336.96;4;Esther Peixoto;Sul;Cartão de Crédito
1006;05/12/2024;Sofá;Móveis;3331.55;3;Maria Fernanda Leão;Norte;Dinheiro
1007;16/09/2024;Boneca;Brinquedos;79.51;4;Bento da Cunha;Sudeste;Pix
1008;24/08/2024;Calça Jeans;Vestuário;164.93;1;Arthur Gabriel da Cunha;Nordeste;Pix
1009;11/01/2023;Cômoda;Móveis;1779.36;3;Antony Almeida;Nordeste;Boleto
1010;26/01/2023;Bicicleta Infantil;Brinquedos;362.09;5;Sr. Diego Camargo;Sudeste;Boleto
1011;02/04/2023;Ar-condicionado;Eletrodomésticos;1091.55;5;Miguel Santos;Sul;Pix
1012;16/09/2023;Carrinho;Brinquedos;63.32;1;Maria Eduarda Cavalcanti;Sudeste;Cartão de Crédito
1013;30/04/2024;Fogão;Eletrodomésticos;1049.07;2;Bianca Duarte;Nordeste;Cartão de Débito
1014;19/05/2025;Raquete de Tênis;Esporte;1071.68;3;Ísis Moura;Centro-Oeste;Dinheiro
1015;25/11/2024;Skate;Esporte;720.89;5;Antonella Vieira;Sudeste;Dinheiro
1016;28/11/2023;Jogo de Tabuleiro;Brinquedos;111.14;4;Rael Aragão;Sudeste;Dinheiro
1017;23/12/2024;Cômoda;Móveis;1991.46;3;Esther Carvalho;Centro-Oeste;Cartão de Débito
1018;28/07/2023;Fone de Ouvido;Eletrônicos;401.44;1;Erick da Mata;Centro-Oeste;Cartão de Débito
1019;08/05/2025;Impressora;Eletrônicos;1067.99;4;Lívia Sales;Sudeste;Pix
1020;19/02/2024;Bola de Futebol;Esporte;191.38;4;Ágatha Câmara;Sudeste;Pix
1021;20/03/2025;Impressora;Eletrônicos;785.53;2;Dr. Lorenzo Gomes;Norte;Pix
1022;20/02/2023;Fone de Ouvido;Eletrônicos;306.33;4;Brayan Pacheco;Centro-Oeste;Cartão de Crédito
1023;11/01/2025;Calça Jeans;Vestuário;194.77;1;Raquel Vasconcelos;Nordeste;Pix
1024;19/05/2024;Sofá;Móveis;3578.96;5;Milena Alves;Nordeste;Cartão de Crédito
1025;11/07/2024;Guarda-roupa;Móveis;1124.18;5;Carolina Gonçalves;Norte;Cartão de Crédito
1026;12/04/2023;Micro-ondas;Eletrodomésticos;781.03;3;Miguel Castro;Norte;Cartão de Crédito
1027;22/02/2025;Raquete de Tênis;Esporte;713.62;3;Isabel Cassiano;Sul;Boleto
1028;02/01/2023;Geladeira;Eletrodomésticos;1290.14;4;Eduarda Cardoso;Centro-Oeste;Cartão de Crédito
1029;04/12/2023;Boné;Vestuário;16.52;4;João Gabriel Viana;Centro-Oeste;Cartão de Crédito
1030;30/06/2023;Boné;Vestuário;23.83;1;Alexandre Mendes;Centro-Oeste;Pix
1031;26/10/2023;Monitor;Eletrônicos;1069.93;3;Murilo Fogaça;Norte;Dinheiro
1032;05/06/2024;Boné;Vestuário;18.72;2;Augusto Araújo;Norte;Dinheiro
1033;11/04/2023;Cômoda;Móveis;1760.82;2;Letícia da Rosa;Norte;Dinheiro
1034;16/12/2024;Boné;Vestuário;22.74;4;Sr. Luiz Felipe Correia;Centro-Oeste;Boleto
1035;04/09/2023;Smartphone;Eletrônicos;1572.57;3;Alana Novaes;Norte;Dinheiro
1036;28/04/2025;Cômoda;Móveis;1205.76;3;Daniel Viana;Centro-Oeste;Cartão de Crédito
1037;02/06/2024;Smartphone;Eletrônicos;2885.49;1;Antônio Silveira;Centro-Oeste;Cartão de Crédito
1038;04/04/2025;Mochila de Camping;Esporte;357.21;2;Mariah da Conceição;Norte;Boleto
1039;21/02/2025;Estante;Móveis;1578.22;1;Asafe Moura;Nordeste;Pix
1040;15/06/2024;Tênis;Vestuário;100.01;2;Alexandre Carvalho;Sudeste;Cartão de Débito
1041;01/07/2024;Monitor;Eletrônicos;1711.37;1;Rafael Vargas;Nordeste;Boleto
1042;23/03/2025;Liquidificador;Eletrodomésticos;263.22;1;Valentim Fonseca;Sudeste;Cartão de Crédito
1043;15/03/2023;Estante;Móveis;1361.4;4;Maria Laura Guerra;Nordeste;Cartão de Crédito
1044;07/06/2023;Vestido;Vestuário;140.88;3;Davi Lucas Cavalcante;Sul;Dinheiro
1045;11/02/2025;Ar-condicionado;Eletrodomésticos;1516.49;3;Benicio Barros;Sul;Pix
1046;05/09/2023;Mesa;Móveis;1405.43;5;Sr. Diego Martins;Centro-Oeste;Cartão de Crédito
1047;22/10/2023;Estante;Móveis;1161.87;1;Matteo da Rocha;Norte;Cartão de Débito
1048;04/05/2023;Carrinho;Brinquedos;141.11;3;Liz Macedo;Sudeste;Boleto
1049;28/08/2024;Guarda-roupa;Móveis;2335.53;1;Levi da Rocha;Sudeste;Pix
1050;09/08/2023;Jogo de Tabuleiro;Brinquedos;74.24;5;Srta. Maria Cecília da Rosa;Norte;Cartão de Crédito
1051;07/07/2023;Máquina de Lavar;Eletrodomésticos;2695.39;4;Pedro Barros;Centro-Oeste;Pix
1052;07/04/2025;Jogo de Tabuleiro;Brinquedos;170.42;3;Ana Vitória Santos;Centro-Oeste;Boleto
1053;20/11/2023;Notebook;Eletrônicos;2701.25;5;Marcela Pereira;Sul;Boleto
1054;02/08/2023;Mesa;Móveis;347.15;4;Clara Cirino;Sudeste;Boleto
1055;20/07/2023;Raquete de Tênis;Esporte;1838.16;4;Dra. Elisa Carvalho;Centro-Oeste;Boleto
1056;17/09/2024;Monitor;Eletrônicos;997.05;5;Luana Andrade;Sudeste;Cartão de Débito
1057;18/06/2023;Guarda-roupa;Móveis;2522.88;3;Davi Luiz Cirino;Sul;Cartão de Crédito
1058;15/05/2024;Impressora;Eletrônicos;454.95;5;José Vasconcelos;Sul;Dinheiro
1059;23/12/2024;Liquidificador;Eletrodomésticos;458.35;2;Dr. José Pereira;Nordeste;Cartão de Débito
1060;17/01/2024;Ar-condicionado;Eletrodomésticos;3857.83;5;Dr. Anthony Campos;Centro-Oeste;Cartão de Crédito
1061;08/05/2025;Raquete de Tênis;Esporte;998.08;1;Emilly Nunes;Sudeste;Cartão de Débito
1062;26/01/2024;Casaco;Vestuário;230.89;5;Sr. Luigi Cavalcanti;Norte;Pix
1063;06/04/2023;Bicicleta Infantil;Brinquedos;270.18;4;Alexandre Vasconcelos;Sudeste;Cartão de Débito
1064;03/06/2024;Estante;Móveis;1856.44;3;Luara Nogueira;Norte;Boleto
1065;17/02/2024;Raquete de Tênis;Esporte;1250.83;2;Caroline Caldeira;Norte;Cartão de Débito
1066;19/09/2024;Notebook;Eletrônicos;2697.93;1;Antônio Costela;Sul;Dinheiro
1067;23/06/2023;Tablet;Eletrônicos;819.76;4;Kaique Moura;Sudeste;Boleto
1068;04/05/2024;Estante;Móveis;1377.23;1;Dr. Fernando Silva;Sul;Dinheiro
1069;03/03/2023;Skate;Esporte;491.21;5;Srta. Carolina Silva;Centro-Oeste;Dinheiro
1070;19/05/2023;Carrinho;Brinquedos;71.87;3;Maria Laura Moraes;Sul;Cartão de Crédito
1071;15/05/2025;Boné;Vestuário;28.5;3;Valentim Gonçalves;Sudeste;Cartão de Débito
1072;04/03/2025;Mesa;Móveis;1022.57;1;Laura Peixoto;Centro-Oeste;Boleto
1073;30/09/2023;Boné;Vestuário;23.03;2;Bento Costela;Sudeste;Dinheiro
1074;10/04/2025;Smartphone;Eletrônicos;2056.23;1;Sr. João Gabriel Porto;Norte;Dinheiro
1075;20/07/2023;Tablet;Eletrônicos;1365.65;3;José Miguel da Rocha;Sul;Boleto
1076;05/06/2024;Fone de Ouvido;Eletrônicos;375.07;5;Lorenzo Silva;Sul;Pix
1077;07/05/2025;Monitor;Eletrônicos;1823.7;4;Mathias Garcia;Nordeste;Dinheiro
1078;06/02/2025;Calça Jeans;Vestuário;65.74;4;Gustavo Peixoto;Sul;Cartão de Débito
1079;01/04/2025;Liquidificador;Eletrodomésticos;483.69;3;Vinicius Moraes;Sul;Dinheiro
1080;18/05/2025;Carrinho;Brinquedos;145.94;5;Maria Júlia Machado;Sudeste;Cartão de Débito
1081;24/12/2023;Mochila de Camping;Esporte;456.41;4;Clara Mendes;Sul;Cartão de Débito
1082;27/03/2023;Fogão;Eletrodomésticos;2495.95;4;Arthur Gabriel Vargas;Centro-Oeste;Cartão de Crédito
1083;07/04/2024;Impressora;Eletrônicos;757.62;4;Jade da Mota;Nordeste;Boleto
1084;07/07/2024;Monitor;Eletrônicos;1526.74;3;Beatriz Viana;Nordeste;Cartão de Crédito
1085;06/12/2024;Guarda-roupa;Móveis;2576.51;1;Mateus Vargas;Sudeste;Dinheiro
1086;20/07/2024;Guarda-roupa;Móveis;2528.77;1;Alana Aparecida;Centro-Oeste;Cartão de Crédito
1087;03/02/2025;Cômoda;Móveis;1092.01;5;Erick Casa Grande;Norte;Boleto
1088;30/05/2023;Fone de Ouvido;Eletrônicos;465.91;5;Théo Caldeira;Sul;Dinheiro
1089;23/06/2024;Cômoda;Móveis;1413.6;4;Stephany Abreu;Norte;Dinheiro
1090;17/08/2023;Fone de Ouvido;Eletrônicos;420.7;1;Bruna Aparecida;Centro-Oeste;Pix
1091;15/10/2024;Carrinho;Brinquedos;40.98;1;Kaique Guerra;Sul;Pix
1092;02/03/2024;Boneca;Brinquedos;85.5;4;Dra. Gabrielly Pimenta;Centro-Oeste;Pix
1093;29/04/2025;Boné;Vestuário;16.05;4;Henry Camargo;Sudeste;Cartão de Crédito
1094;24/07/2023;Estante;Móveis;1391.75;2;Luana da Costa;Sudeste;Cartão de Crédito
1095;14/05/2023;Cadeira;Móveis;352.2;2;Dante Nascimento;Nordeste;Dinheiro
1096;16/09/2023;Cômoda;Móveis;1767.11;4;Theodoro Garcia;Sul;Boleto
1097;19/03/2025;Guarda-roupa;Móveis;2223.58;5;Cecília Aragão;Sudeste;Boleto
1098;02/02/2025;Micro-ondas;Eletrodomésticos;626.45;1;Sr. Pedro Miguel Machado;Sul;Boleto
1099;18/02/2024;Carrinho;Brinquedos;25.36;4;Maria Isis Gomes;Centro-Oeste;Dinheiro
1100;07/06/2023;Calça Jeans;Vestuário;72.21;2;Sr. Erick Campos;Norte;Pix
1101;15/01/2025;Casaco;Vestuário;175.8;3;Giovanna Montenegro;Sudeste;Pix
1102;28/10/2024;Jogo de Tabuleiro;Brinquedos;191.97;5;Isabela da Conceição;Norte;Pix
1103;18/03/2024;Boneca;Brinquedos;56.22;2;Samuel das Neves;Norte;Boleto
1104;04/05/2025;Vestido;Vestuário;117.72;5;Sr. Eduardo Moraes;Norte;Dinheiro
1105;31/07/2024;Bicicleta Infantil;Brinquedos;289.16;2;Maria Luísa Oliveira;Norte;Pix
1106;21/05/2025;Guarda-roupa;Móveis;1528.25;4;Dra. Mariane Garcia;Sul;Cartão de Débito
1107;15/06/2024;Smartphone;Eletrônicos;1056.28;3;Maria Isis Azevedo;Nordeste;Pix
1108;06/05/2025;Mochila de Camping;Esporte;422.22;2;Maria Vitória Mendes;Nordeste;Boleto
1109;28/12/2023;Máquina de Lavar;Eletrodomésticos;3846.21;3;Luísa Pimenta;Norte;Cartão de Crédito
